score,text,critic,date,title,platform
75,NirvanA Initiative gets close to the levels of the original but just falls slightly short.,NintendoWorldReport,"Jun 20, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
65,Air Conflicts Collection is a lazy conversion of two nice games.,The Games Machine,"Mar 22, 2019",Air Conflicts Collection,Switch
48,This collection failed to save itself from a disastrous landing.,Everyeye.it,"Apr  1, 2019",Air Conflicts Collection,Switch
60,Air Conflicts: Pacific Carriers is a straightforward flight simulator that throws you into the heart of World War II dogfights and looks good doing it.,Pure Nintendo,"Apr  4, 2019",Air Conflicts: Pacific Carriers,Switch
75,"Air Conflicts: Secret Wars maintains the pretty visuals and action-packed battles of the rest of the series, with a story that offers it more substances than its sisters.",Pure Nintendo,"Jun 25, 2019",Air Conflicts: Secret Wars,Switch
36,"Even if you are fans of airplanes, we do not recommend purchasing this game. Its countless failures in the AI, its empty online, its outdated graphics and its controls, which become very uncomfortable, make us appreciate its short duration.",Nintenderos,"Apr 10, 2019",Air Conflicts: Secret Wars,Switch
50,"Air Mail is best played for its exploration and character. More memorable missions would have pushed the score up here - as they are, they're far too uninspiring.",Switch Player,"Jul 18, 2018",Air Mail,Switch
85,"Airborne Kingdom is a unique experience in civilization games, in which the only enemies to combat are gravity, the mood of your inhabitants and a possible scarceness of resources with a creative gameplay that is, most of the time, relaxing and fun.",Universo Nintendo,"Feb 15, 2022",Airborne Kingdom,Switch
70,"There are some minor technical issues too, but nothing outside of the ordinary as far as Switch ports go. It’s worth a punt for genre fans for its creative ideas and lovely visual style alone, but the Switch may not be the best place to enjoy it.",TouchArcade,"Nov 23, 2021",Airborne Kingdom,Switch
70,"Airborne Kingdom is a perfectly fine city builder that puts a nice spin on the genre by focusing on weight and balance to ensure the survival of your community. The act of gathering resources and building structures feels easy, although some may wish for a bit more depth in the overall management of the city’s population. A few gameplay quirks might also frustrate, with a camera that feels way too slow and a UI that’s just a tad confusing at times. If you’re after a city builder that feels a bit different, though, then this might just be the one for you.",Nintendo Life,"Nov 13, 2021",Airborne Kingdom,Switch
70,"Aircraft Evolution offers a lot of action and a lot of destruction, but not a whole lot of variation. Like the arcade games to which it pays homage, it’s best enjoyed a few “quarters” at a time.",Pure Nintendo,"Jul 27, 2020",Aircraft Evolution,Switch
75,A game with a great visual section and good gameplay. Problems in its story and its soundtrack make the game not reach higher levels.,Nintenderos,"Dec 27, 2020",Airheart: Tales of Broken Wings,Switch
60,"There’s a solid foundation for gameplay once you’re in the skies chasing fish and fighting pirates, but every minute that you’re not dogfighting your way through the clouds to chase exotic creatures is so frustrating and dull that I just can’t bring myself to spend any more time searching for Amelia’s elusive Skywhale.",NintendoWorldReport,"Feb 11, 2019",Airheart: Tales of Broken Wings,Switch
40,"The repetitive, grindy gameplay in Airheart – Tales of Broken Wings leaves something to be desired. Unless you’re a collector or a hardcore fan of the genre, you might be better off steering clear.",Switch Player,"Oct 22, 2019",Airheart: Tales of Broken Wings,Switch
73,"Airoheart is a love letter to the classic action-adventures of SNES era, from A Link to the Past to the old stories of the first Final Fantasy games.",SpazioGames,"Oct  1, 2022",Airoheart,Switch
65,"We like the idea of going back to classic RPG such as A Link To The Past, and pixelart is great. But the game has some control and design issues.",Hobby Consolas,"Oct  3, 2022",Airoheart,Switch
60,"In attempting to recapture Zelda-era nostalgia, Airoheart is mostly successful. Its potential shines through pieces of the game’s many dungeons, gorgeously-rendered pixel lands, exploration loops, and clever puzzles. But Airoheart is very much held back by a lack of refinement and finesse, and largely stands in the shadow of its predecessors and everything that’s come before.",GamesHub,"Oct 10, 2022",Airoheart,Switch
55,"There are good intentions behind this adventure, but also too many mistakes and questionable design choices.",Vandal,"Nov  4, 2022",Airoheart,Switch
50,"Airoheart is a passable game, but hardly one we would recommend you rush out to buy unless you simply cannot get enough of the 2D Zelda formula. It follows A Link to the Past's template so closely that it could never be classed as 'bad', but in a crowded market of homages, tributes, and variations on the theme, it does very little to stand out. We would suggest you pick this up only after you’ve played through A Link to the Past, the Link’s Awakening remake, and both the Blossom Tales games, and you still don’t feel you’ve gotten enough of that specific brand of top-down gameplay. Airoheart provides an adequate adventure, and for $40 at the time of writing, we simply expect more.",Nintendo Life,"Sep 24, 2022",Airoheart,Switch
70,"In Aka, you get to be a cute hero in a pretty landscape, taking naps and strolling through trees. So dreamy! It’s just a shame the game has launched with this many bugs. The frequent stalling of progression and basic tasks is a little wearisome and players need a little more paw-holding to grasp the objectives. At this stage we’d recommend waiting for a few more patches, then playing the game in all its fluffy glory. That way, you get to soak up a red panda’s life of luxury. Who wouldn’t want that?",Nintendo Life,"Dec 20, 2022",Aka,Switch
65,"Overall, Aka is a solid attempt at the life sims genre, with it truly hitting the mark of being casual and cozy rather than being like the others within the same genre that are more-so grindy time and resource management games.",Pure Nintendo,"Jan 18, 2023",Aka,Switch
63,"Despite being eye-catching with its amazing art direction, Aka doesn't manage to captivate the player and it feels more like a mix of not-deep-enough gameplay mechanics.",SpazioGames,"Dec 29, 2022",Aka,Switch
60,"The idea of Aka is fine, but the execution isn’t there. It is a pretty and relaxing enough game when it works. However, it often isn’t behaving as it should, which really gets in the way of taking it easy.",Siliconera,"Dec 19, 2022",Aka,Switch
